"Compound name","Smiles","logkp (cm/s)","skin source type","skin source site","used layer","skin preparation","storage temperature (°C)","storage duration (days)","neat","donor/skin surface temperature (°C)","donor pH","donor type","acceptor temperature (°C)","acceptor pH","acceptor type","cell type","reference","DOI","LogP","molecular weight"
Water,O,-5.41,Surgery,scalp,"epidermis, dermis","dermatomed 420um, hydrated 0.25d",-20,210,0,31,unknown,unknown,31,unknown,Sodium azide,unknown,"Bond, 1988",10.1111/1523-1747.ep12460958,-0.8247,18.010564684
1-Hexanol,CCCCCCO,-4.859,Surgery,scalp,"epidermis, dermis","dermatomed 420um, hydrated 10d",-20,210,0,31,unknown,unknown,31,unknown,Sodium azide,unknown,"Bond, 1988",10.1111/1523-1747.ep12460958,1.559,102.104465068
Water,O,-6.41,Cadaver,abdomen,"epidermis, dermis",dermatomed 420um,-20,210,0,31,unknown,unknown,31,unknown,Sodium azide,unknown,"Bond, 1988",10.1111/1523-1747.ep12460958,-0.8247,18.010564684
1-Hexanol,CCCCCCO,-5.114,Cadaver,abdomen,"epidermis, dermis",dermatomed 420um,-20,210,0,31,unknown,unknown,31,unknown,Sodium azide,unknown,"Bond, 1988",10.1111/1523-1747.ep12460958,1.559,102.104465068
Acyclovir,Nc1nc(=O)c2c([nH]1)n(COCCO)cn2,-7.778,Abdominoplasty,abdomen,"epidermis, dermis",fat removed,unknown,unknown,0,unknown,3,Citro-phosphate-buffer,unknown,7.4,PBS,Franz cell,"Volpato, 1998",10.1016/S0168-3659(97)00152-1,-1.3318,225.086189212
Betamethasone-17-valerate,CCCCC(=O)OC1(C(C)CC2C1(C)CC(O)C1(C2CCC2=CC(=O)C=CC12C)F)C(=O)CO,-5.525,Mammaplasty or cadaver,"abdomen, thigh, breast","epidermis, dermis",dermatomed 500um,4,4,0,37,4.5,Acetate solution,37,4.5,Acetate solution,Glass diffusion cell,"Kubota, 1993",10.1002/jps.2600821017,3.636800000000003,476.2574171239999
Bisphenol A diglycidyl ether,CC(c1ccc(cc1)OCC1OC1)(c1ccc(cc1)OCC1OC1)C,-9.875,Mammaplasty,breast,"epidermis, dermis",dermatomed,unknown,0.125,0,32,unknown,unknown,unknown,7.4,Hanks balanced salt solution,Flow through cell,"Boogaard, 2000",10.1080/004982500237488,3.567700000000002,340.16745924799994
Epikote YX4000,Cc1cc(cc(c1OCC1OC1)C)c1cc(C)c(c(c1)C)OCC1OC1,-10.884,Mammaplasty,breast,"epidermis, dermis",dermatomed,unknown,0.125,0,32,unknown,unknown,unknown,7.4,Hanks balanced salt solution,Flow through cell,"Boogaard, 2000",10.1080/004982500237488,4.1424800000000035,354.18310931199994
"1,6-hexanediol diglycidyl ether",C(CCOCC1OC1)CCCOCC1OC1,-7.423,Mammaplasty,breast,"epidermis, dermis",dermatomed,unknown,0.125,0,32,unknown,unknown,unknown,7.4,Hanks balanced salt solution,Flow through cell,"Boogaard, 2000",10.1080/004982500237488,1.3776,230.151809184
1-Dodecyl glycidyl ether,CCCCCCCCCCCCOCC1OC1,-9.036,Mammaplasty,breast,"epidermis, dermis",dermatomed,unknown,0.125,0,32,unknown,unknown,unknown,7.4,Hanks balanced salt solution,Flow through cell,"Boogaard, 2000",10.1080/004982500237488,4.322700000000004,242.2245802
o-Cresyl glycidyl ether,Cc1ccccc1OCC1CO1,-7.588,Mammaplasty,breast,"epidermis, dermis",dermatomed,unknown,0.125,0,32,unknown,unknown,unknown,7.4,Hanks balanced salt solution,Flow through cell,"Boogaard, 2000",10.1080/004982500237488,1.7726199999999999,164.083729624
Caffeine,Cn1cnc2c1c(=O)n(C)c(=O)n2C,-6.828,Cadaver,abdomen,"epidermis, dermis",dermatomed 350um,unknown,60,0,32,unknown,unknown,unknown,unknown,unknown,Flow through cell,"Bronaugh, 1986",10.1111/j.1365-2133.1986.tb06214.x ,-1.0293,194.08037556
Testosterone,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C,-5.73,Cadaver,abdomen,"epidermis, dermis",dermatomed 350um,unknown,60,0,32,unknown,unknown,unknown,unknown,unknown,Flow through cell,"Bronaugh, 1986",10.1111/j.1365-2133.1986.tb06214.x ,3.8792000000000026,288.208930136
Water,O,-6.597,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,0,32,unknown,NaCl solution,32,unknown,NaCl solution,Flow through cell,"Clowes, 1994",10.1016/0887-2333(94)90078-7,-0.8247,18.010564684
Water,O,-6.707,Cadaver,abdomen,"epidermis, dermis",dermatomed 130um,unknown,4,0,32,unknown,NaCl solution,33,unknown,NaCl solution,Flow through cell,"Clowes, 1994",10.1016/0887-2333(94)90078-7,-0.8247,18.010564684
Mannitol,OC[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,-8.158,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,0,32,unknown,NaCl solution,32,unknown,NaCl solution,Flow through cell,"Clowes, 1994",10.1016/0887-2333(94)90078-7,-3.5853999999999986,182.079038168
Mannitol,OC[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,-7.923,Cadaver,abdomen,"epidermis, dermis",dermatomed 130um,unknown,4,0,32,unknown,NaCl solution,33,unknown,NaCl solution,Flow through cell,"Clowes, 1994",10.1016/0887-2333(94)90078-7,-3.5853999999999986,182.079038168
Chlorpyrifos,CCOP(=S)(Oc1nc(Cl)c(cc1Cl)Cl)OCC,-7.158,Mammaplasty,breast,unknown,unknown,4,1,0,32,unknown,unknown,unknown,unknown,unknown,Flow through cell,"Griffin, 2000",10.1191/096032700678815684,4.7181000000000015,348.92628388199995
Trimethylamine,CN(C)C,-7.284,Abdominoplasty,abdomen,"epidermis, dermis",fat removed,-20,unknown,0,32,unknown,unknown,32,7.3,Hanks balanced salt solution,Flow through cell,"Kenyon, 2004",10.1016/j.fct.2004.05.007,0.17779999999999996,59.073499287999994
Lidocaine,CCN(CC(=O)Nc1c(C)cccc1C)CC,-7.021,Amputated limb,leg,"epidermis, dermis",dermatomed 150um,-14.5,unknown,0,unknown,4.0,"Hydroxypropyl cellulose, chlorbutanol",unknown,unknown,unknown,Flow through cell,"Kushla, 1991",10.1016/0378-5173(91)90387-4,2.5837400000000006,234.173213324
Lidocaine,CCN(CC(=O)Nc1c(C)cccc1C)CC,-6.967,Amputated limb,leg,"epidermis, dermis",dermatomed 150um,-14.5,unknown,0,unknown,6.0,"Hydroxypropyl cellulose, chlorbutanol",unknown,unknown,unknown,Flow through cell,"Kushla, 1991",10.1016/0378-5173(91)90387-4,2.5837400000000006,234.173213324
Lidocaine,CCN(CC(=O)Nc1c(C)cccc1C)CC,-5.707,Amputated limb,leg,"epidermis, dermis",dermatomed 150um,-14.5,unknown,0,unknown,7.8,"Hydroxypropyl cellulose, chlorbutanol",unknown,unknown,unknown,Flow through cell,"Kushla, 1991",10.1016/0378-5173(91)90387-4,2.5837400000000006,234.173213324
Lidocaine,CCN(CC(=O)Nc1c(C)cccc1C)CC,-5.53,Amputated limb,leg,"epidermis, dermis",dermatomed 150um,-14.5,unknown,0,unknown,10.0,"Hydroxypropyl cellulose, chlorbutanol",unknown,unknown,unknown,Flow through cell,"Kushla, 1991",10.1016/0378-5173(91)90387-4,2.5837400000000006,234.173213324
2-Ethoxyethanol,OCCOCC,-7.785,Mammaplasty,breast,"epidermis, dermis",dermatomed 330um,unknown,unknown,0,unknown,unknown,Methanol,32,7.3,Cell culture medium,Flow through cell,"Lockley, 2002",10.1006/taap.2002.9373,0.01519999999999988,90.06807956
2-Ethoxyethanol,OCCOCC,-7.687,Mammaplasty,breast,"epidermis, dermis",dermatomed 330um,unknown,unknown,1,unknown,unknown,unknown,32,7.3,Cell culture medium,Flow through cell,"Lockley, 2002",10.1006/taap.2002.9373,0.01519999999999988,90.06807956
Water,O,-6.429,Cadaver,abdomen,"epidermis, dermis",dermatomed 420um,-24,unknown,0,31,unknown,Water,31,unknown,Sodium azide,Flow through cell,"Rigg, 1990",10.1111/1523-1747.ep12874561,-0.8247,18.010564684
5-Fluorouracil,Fc1c[nH]c(=O)[nH]c1=O,-8.015,Cadaver,abdomen,"epidermis, dermis",dermatomed 420um,-24,unknown,0,31,unknown,NaCl solution,31,unknown,Sodium azide,Flow through cell,"Rigg, 1990",10.1111/1523-1747.ep12874561,-0.7977000000000001,130.017855556
2-phenoxyethanol,OCCOc1ccccc1,-6.43,Surgery,"abdomen, leg, breast","epidermis, dermis",dermatomed 330um,unknown,unknown,0,37,unknown,Methanol,37,unknown,Cell culture medium,Flow through cell,"Roper, 1997",10.1016/s0278-6915(97)00109-9,1.0576999999999999,138.06807956
Hydrocortisone,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-7.357,Cadaver,abdomen,"epidermis, dermis",unknown,-30,unknown,0,37,1,unknown,37,unknown,"NaCl, Sodium azide",Flow through cell,"Sznitowska, 2001",10.1016/s0168-3659(01)00443-6,1.7815999999999996,362.20932406
Hydrocortisone,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-7.357,Cadaver,abdomen,"epidermis, dermis",unknown,-30,unknown,0,37,2,"Ethanol, Britton-Robinson buffer",37,unknown,"NaCl, Sodium azide",Flow through cell,"Sznitowska, 2001",10.1016/s0168-3659(01)00443-6,1.7815999999999996,362.20932406
Hydrocortisone,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-7.431,Cadaver,abdomen,"epidermis, dermis",unknown,-30,unknown,0,37,3.5,"Ethanol, Britton-Robinson buffer",37,unknown,"NaCl, Sodium azide",Flow through cell,"Sznitowska, 2001",10.1016/s0168-3659(01)00443-6,1.7815999999999996,362.20932406
Hydrocortisone,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-7.681,Cadaver,abdomen,"epidermis, dermis",unknown,-30,unknown,0,37,6,"Ethanol, Britton-Robinson buffer",37,unknown,"NaCl, Sodium azide",Flow through cell,"Sznitowska, 2001",10.1016/s0168-3659(01)00443-6,1.7815999999999996,362.20932406
Hydrocortisone,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-7.577,Cadaver,abdomen,"epidermis, dermis",unknown,-30,unknown,0,37,10,"Ethanol, Britton-Robinson buffer",37,unknown,"NaCl, Sodium azide",Flow through cell,"Sznitowska, 2001",10.1016/s0168-3659(01)00443-6,1.7815999999999996,362.20932406
Testosterone,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C,-5.489,Cadaver,abdomen,"epidermis, dermis",unknown,-30,unknown,0,37,2,PBS,37,unknown,"NaCl, sodium azide, acetone",Flow through cell,"Sznitowska, 2001",10.1016/s0168-3659(01)00443-6,3.8792000000000026,288.208930136
Testosterone,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C,-5.476,Cadaver,abdomen,"epidermis, dermis",unknown,-30,unknown,0,37,6,PBS,37,unknown,"NaCl, sodium azide, acetone",Flow through cell,"Sznitowska, 2001",10.1016/s0168-3659(01)00443-6,3.8792000000000026,288.208930136
Testosterone,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C,-5.489,Cadaver,abdomen,"epidermis, dermis",unknown,-30,unknown,0,37,11,PBS,37,unknown,"NaCl, sodium azide, acetone",Flow through cell,"Sznitowska, 2001",10.1016/s0168-3659(01)00443-6,3.8792000000000026,288.208930136
Testosterone,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C,-5.476,Cadaver,abdomen,"epidermis, dermis",unknown,-30,unknown,0,37,1,"HCl/NaOH, KCl",37,unknown,"NaCl, sodium azide, acetone",Flow through cell,"Sznitowska, 2001",10.1016/s0168-3659(01)00443-6,3.8792000000000026,288.208930136
Testosterone,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C,-5.596,Cadaver,abdomen,"epidermis, dermis",unknown,-30,unknown,0,37,2,"HCl/NaOH, KCl",37,unknown,"NaCl, sodium azide, acetone",Flow through cell,"Sznitowska, 2001",10.1016/s0168-3659(01)00443-6,3.8792000000000026,288.208930136
Testosterone,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C,-4.945,Cadaver,abdomen,"epidermis, dermis",unknown,-30,unknown,0,37,12,"HCl/NaOH, KCl",37,unknown,"NaCl, sodium azide, acetone",Flow through cell,"Sznitowska, 2001",10.1016/s0168-3659(01)00443-6,3.8792000000000026,288.208930136
Boric acid,OB(O)O,-7.199,Cadaver,thigh,"epidermis, dermis",dermatomed 500um,1,5,0,32,unknown,Water,unknown,unknown,PBS,Flow through cell,"Wester, 1998",10.1006/toxs.1998.2490,-2.0518,62.017524355999996
Borax,[O-]B1OB2OB(OB(O1)O2)[O-].[Na+].[Na+],-7.326,Cadaver,thigh,"epidermis, dermis",dermatomed 500um,1,5,0,32,unknown,Water,unknown,unknown,PBS,Flow through cell,"Wester, 1998",10.1006/toxs.1998.2490,-10.2352,201.98116249999998
Disodium octaborate tetrahydrate,[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].O.O.O.O.[Na+].[Na+],-7.653,Cadaver,thigh,"epidermis, dermis",dermatomed 500um,1,5,0,32,unknown,Water,unknown,unknown,PBS,Flow through cell,"Wester, 1998",10.1006/toxs.1998.2490,-40.87319999999999,589.98626013402
Glyphosate,OC(=O)CNCP(=O)(O)O,-6.894,Cadaver,unknown,"epidermis, dermis",dermatomed 1000um,unknown,unknown,0,37,unknown,Water,37,7.4,PBS,Flow through cell,"Wester, 1996",10.1016/0278-6915(96)00030-0,-1.2042000000000002,169.014008986
Malathion,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,-4.249,Cadaver,unknown,"epidermis, dermis",dermatomed 1000um,unknown,unknown,0,37,unknown,Ethanol,37,7.4,PBS,Flow through cell,"Wester, 1996",10.1016/0278-6915(96)00030-0,2.1218000000000004,330.036066958
Parathion,CCOP(=S)(Oc1ccc(cc1)[N+](=O)[O-])OCC,-7.28,Cadaver,back,"epidermis, dermis",dermatomed 500um,unknown,unknown,1,37,unknown,unknown,37,unknown,Cell culture medium,Flow through cell,"Wester, 2000",10.1006/taap.2000.9028,3.2711000000000015,291.033030178
Water,O,-5.24,Surgery,scalp,"epidermis, dermis","dermatomed 420um, hydrated 10d",-20,210,0,31,unknown,unknown,31,unknown,Sodium azide,unknown,"Bond, 1988",10.1111/1523-1747.ep12460958,-0.8247,18.010564684
1-Hexanol,CCCCCCO,-4.888,Surgery,scalp,"epidermis, dermis","dermatomed 420um, hydrated 0.25d",-20,210,0,31,unknown,unknown,31,unknown,Sodium azide,unknown,"Bond, 1988",10.1111/1523-1747.ep12460958,1.559,102.104465068
Water,O,-6.426,Cadaver,abdomen,"epidermis, dermis","dermatomed 420um, hydrated 1.75d",-20,210,0,31,unknown,unknown,31,unknown,Sodium azide,unknown,"Bond, 1988",10.1111/1523-1747.ep12460958,-0.8247,18.010564684
Ethanol,CCO,-6.352,Abdominoplasty,abdomen,"epidermis, dermis",fat removed,unknown,unknown,0,35,7.4,PBS,35,7.4,PBS with bovine serum albumin,Franz cell,"Cross, 2003",10.1046/j.1523-1747.2003.12131.x,-0.0014000000000000123,46.041864812
1-Butanol,CCCCO,-5.816,Abdominoplasty,abdomen,"epidermis, dermis",fat removed,unknown,unknown,0,35,7.4,PBS,35,7.4,PBS with bovine serum albumin,Franz cell,"Cross, 2003",10.1046/j.1523-1747.2003.12131.x,0.7787999999999999,74.07316494
1-Decanol,CCCCCCCCCCO,-6.41,Abdominoplasty,abdomen,"epidermis, dermis",fat removed,unknown,unknown,0,35,7.4,PBS,35,7.4,PBS with bovine serum albumin,Franz cell,"Cross, 2003",10.1046/j.1523-1747.2003.12131.x,3.119400000000002,158.167065324
1-Hexanol,CCCCCCO,-5.778,Abdominoplasty,abdomen,"epidermis, dermis",fat removed,unknown,unknown,0,35,7.4,PBS,35,7.4,PBS with bovine serum albumin,Franz cell,"Cross, 2003",10.1046/j.1523-1747.2003.12131.x,1.559,102.104465068
1-Octanol,CCCCCCCCO,-5.642,Abdominoplasty,abdomen,"epidermis, dermis",fat removed,unknown,unknown,0,35,7.4,PBS,35,7.4,PBS with bovine serum albumin,Franz cell,"Cross, 2003",10.1046/j.1523-1747.2003.12131.x,2.3392000000000013,130.135765196
Ethanol,CCO,-5.214,Abdominoplasty,abdomen,dermis,heat separation,unknown,unknown,0,35,7.4,PBS,35,7.4,PBS with bovine serum albumin,Franz cell,"Cross, 2003",10.1046/j.1523-1747.2003.12131.x,-0.0014000000000000123,46.041864812
1-Butanol,CCCCO,-5.193,Abdominoplasty,abdomen,dermis,heat separation,unknown,unknown,0,35,7.4,PBS,35,7.4,PBS with bovine serum albumin,Franz cell,"Cross, 2003",10.1046/j.1523-1747.2003.12131.x,0.7787999999999999,74.07316494
1-Decanol,CCCCCCCCCCO,-5.832,Abdominoplasty,abdomen,dermis,heat separation,unknown,unknown,0,35,7.4,PBS,35,7.4,PBS with bovine serum albumin,Franz cell,"Cross, 2003",10.1046/j.1523-1747.2003.12131.x,3.119400000000002,158.167065324
1-Hexanol,CCCCCCO,-5.637,Abdominoplasty,abdomen,dermis,heat separation,unknown,unknown,0,35,7.4,PBS,35,7.4,PBS with bovine serum albumin,Franz cell,"Cross, 2003",10.1046/j.1523-1747.2003.12131.x,1.559,102.104465068
1-Octanol,CCCCCCCCO,-5.764,Abdominoplasty,abdomen,dermis,heat separation,unknown,unknown,0,35,7.4,PBS,35,7.4,PBS with bovine serum albumin,Franz cell,"Cross, 2003",10.1046/j.1523-1747.2003.12131.x,2.3392000000000013,130.135765196
2-Amino-4-Nitrophenol,[O-][N+](=O)c1ccc(c(c1)N)O,-6.737,Cadaver,abdomen,epidermis,heat separation,4,28,0,32,unknown,Water,32,unknown,NaCl solution,Glass diffusion cell,"Bronaugh, 1984",10.1111/1523-1747.ep12263302,0.8825999999999998,154.037842052
4-Amino-2-Nitrophenol,Nc1ccc(c(c1)[N+](=O)[O-])O,-6.109,Cadaver,abdomen,epidermis,heat separation,4,28,0,32,unknown,Water,32,unknown,NaCl solution,Glass diffusion cell,"Bronaugh, 1984",10.1111/1523-1747.ep12263302,0.8825999999999998,154.037842052
1-Butanol,CCCCO,-4.703,Abdominoplasty,abdomen,epidermis without stratum corneum,tape-stripped,-20,unknown,0,unknown,unknown,unknown,37,unknown,unknown,Glass diffusion cell,"Chantasart, 2010",10.1007/s11095-010-0181-z,0.7787999999999999,74.07316494
1-Octanol,CCCCCCCCO,-4.833,Abdominoplasty,abdomen,epidermis without stratum corneum,tape-stripped,-20,unknown,0,unknown,unknown,unknown,37,unknown,unknown,Glass diffusion cell,"Chantasart, 2010",10.1007/s11095-010-0181-z,2.3392000000000013,130.135765196
1-Octyl-2-Pyrrolidone,CCCCCCCCN1CCCC1=O,-4.81,Abdominoplasty,abdomen,epidermis without stratum corneum,tape-stripped,-20,unknown,0,unknown,unknown,unknown,37,unknown,unknown,Glass diffusion cell,"Chantasart, 2010",10.1007/s11095-010-0181-z,2.9693000000000014,197.177964356
1-Octyl-2-Azacycloheptanone,CCCCCCCCN1CCCCCC1=O,-4.674,Abdominoplasty,abdomen,epidermis without stratum corneum,tape-stripped,-20,unknown,0,unknown,unknown,unknown,37,unknown,unknown,Glass diffusion cell,"Chantasart, 2010",10.1007/s11095-010-0181-z,3.749500000000003,225.209264484
Amphetamine,CC(Cc1ccccc1)N,-4.592,Cadaver,thigh,dermis,"heat separation, hydrated",4,unknown,0,unknown,unknown,unknown,unknown,7,Ringer solution,Glass diffusion cell,"Galey, 1976",10.1111/1523-1747.ep12598596,1.5763,135.104799416
Estradiol,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,-4.815,Cadaver,thigh,dermis,"heat separation, hydrated",4,unknown,0,unknown,unknown,unknown,unknown,7,Ringer solution,Glass diffusion cell,"Galey, 1976",10.1111/1523-1747.ep12598596,3.609200000000002,272.177630008
Ouabain,OC[C@@]12[C@H](O)C[C@@H](C[C@@]2(O)CCC2C1[C@H](O)C[C@]1([C@]2(O)CC[C@@H]1C1=CC(=O)OC1)C)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,-4.83,Cadaver,thigh,dermis,"heat separation, hydrated",4,unknown,0,unknown,unknown,unknown,unknown,7,Ringer solution,Glass diffusion cell,"Galey, 1976",10.1111/1523-1747.ep12598596,-1.5149999999999963,584.2832768479999
Flufenamic acid,OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,-6.201,Abdominoplasty,abdomen,stratum corneum,trypsinisation,-26,180,0,32,7.4,Sorensen buffer,32,7.4,PBS,Franz cell,"Henning, 2008",10.1159/000112958,4.147200000000001,281.06636322
Flufenamic acid,OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,-6.094,Abdominoplasty,abdomen,dermis,heat separation,-26,180,0,32,7.4,Sorensen buffer,32,7.4,PBS,Franz cell,"Henning, 2008",10.1159/000112958,4.147200000000001,281.06636322
Flufenamic acid,OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,-6.111,Abdominoplasty,abdomen,"epidermis, dermis",dermatomed 500um,-26,180,0,32,7.4,Sorensen buffer,32,7.4,PBS,Franz cell,"Henning, 2008",10.1159/000112958,4.147200000000001,281.06636322
L-alanyl-L-tryptophan,OC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@@H](N)C,-8.637,Abdominoplasty,abdomen,epidermis,heat separation,-20,60,0,35,5.5,HEPES,35,unknown,unknown,Glass diffusion cell,"Krishnan, 2011",10.1002/bip.21520,0.627,275.126991404
Butyl p-aminobenzoate,CCCCOC(=O)c1ccc(cc1)N,-4.41,Cadaver,thigh,"epidermis, dermis without stratum corneum","dermatomed, tape-stripped",4,unknown,0,25,unknown,unknown,25,unknown,unknown,Flow through cell,"Roy, 1993",10.1002/jps.2600821217,2.2257,193.11027872
Methyl p-aminobenzoate,COC(=O)c1ccc(cc1)N,-5.012,Cadaver,thigh,"epidermis, dermis without stratum corneum","dermatomed, tape-stripped",4,unknown,0,25,unknown,unknown,25,unknown,unknown,Flow through cell,"Roy, 1993",10.1002/jps.2600821217,1.0554,151.063328528
1-Pentanol,CCCCCO,-2.778,Cadaver,abdomen,dermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1971",10.1152/physrev.1971.51.4.702,1.1689,88.088815004
1-Butanol,CCCCO,-6.556,Cadaver,abdomen,dermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,0.7787999999999999,74.07316494
1-Butanol,CCCCO,-5.079,Cadaver,abdomen,dermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,0.7787999999999999,74.07316494
Ethanol,CCO,-5.711,Cadaver,abdomen,dermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,-0.0014000000000000123,46.041864812
Ethanol,CCO,-5.012,Cadaver,abdomen,dermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,-0.0014000000000000123,46.041864812
1-Heptanol,CCCCCCCO,-5.158,Cadaver,abdomen,dermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,1.9491,116.120115132
1-Heptanol,CCCCCCCO,-7.711,Cadaver,abdomen,dermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,1.9491,116.120115132
1-Hexanol,CCCCCCO,-5.255,Cadaver,abdomen,dermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,1.559,102.104465068
1-Hexanol,CCCCCCO,-7.012,Cadaver,abdomen,dermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,1.559,102.104465068
Methanol,CO,-5.195,Cadaver,abdomen,dermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,-0.3915,32.026214748
Methanol,CO,-4.832,Cadaver,abdomen,dermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,-0.3915,32.026214748
1-Octanol,CCCCCCCCO,-5.141,Cadaver,abdomen,dermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,2.3392000000000013,130.135765196
1-Octanol,CCCCCCCCO,-8.255,Cadaver,abdomen,dermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,2.3392000000000013,130.135765196
1-Pentanol,CCCCCO,-5.176,Cadaver,abdomen,dermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,1.1689,88.088815004
1-Pentanol,CCCCCO,-6.653,Cadaver,abdomen,dermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,1.1689,88.088815004
1-Propanol,CCCO,-5.065,Cadaver,abdomen,dermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,0.3887,60.057514876
1-Propanol,CCCO,-6.301,Cadaver,abdomen,dermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,0.3887,60.057514876
Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,-7.079,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,2.88,Citrate-phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,4.136700000000004,336.22016351599996
Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,-6.442,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,5.08,Citrate-phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,4.136700000000004,336.22016351599996
